"outcome.type","n.cluster","mean.size","coef.var","ICC","ICC2","model","true.model","method","ddf","type.I.error"
"binary",10,100,1.5,"0.1",0.0621749456389525,3,"D","LRT","containment",0.1964
"count",10,100,1.5,"0.1",0.037899658122252,3,"B","LRT","containment",0.1476
"count",10,100,1.5,"0.1",0.0370821732020042,3,"D","LRT","containment",0.21
"binary",10,100,1.5,"0.2",0.122942267579712,3,"B","LRT","containment",0.1302
"binary",10,100,1.5,"0.2",0.122950611300749,3,"D","LRT","containment",0.1822
"count",10,100,1.5,"0.2",0.0717884732674398,3,"B","LRT","containment",0.1462
"count",10,100,1.5,"0.2",0.0640913089383585,3,"D","LRT","containment",0.1894
"binary",20,50,0,"0.001",0.00301540463643177,3,"B","LRT","containment",0.0424
"binary",20,50,0,"0.001",0.00328408138717534,3,"D","LRT","containment",0.0476
"count",20,50,0,"0.001",0.00269405554302331,3,"B","LRT","containment",0.0458
"count",20,50,0,"0.001",0.00313277501288017,3,"D","LRT","containment",0.0514
"binary",20,50,0,"0.01",0.00714708687052547,3,"B","LRT","containment",0.0628
"binary",20,50,0,"0.01",0.00743243504797906,3,"D","LRT","containment",0.062
"count",20,50,0,"0.01",0.00492440332222265,3,"B","LRT","containment",0.0634
"count",20,50,0,"0.01",0.00455978241775279,3,"D","LRT","containment",0.073
"binary",20,50,0,"0.05",0.0314071972032064,3,"B","LRT","containment",0.0708
"binary",20,50,0,"0.05",0.0308921042058198,3,"D","LRT","containment",0.0888
"count",20,50,0,"0.05",0.0157275837655498,3,"B","LRT","containment",0.0758
"count",20,50,0,"0.05",0.013241658437653,3,"D","LRT","containment",0.0844
"binary",20,50,0,"0.1",0.0616178513755381,3,"B","LRT","containment",0.0746
"binary",20,50,0,"0.1",0.0623496854734388,3,"D","LRT","containment",0.08
"count",20,50,0,"0.1",0.0317215206157226,3,"B","LRT","containment",0.0748
"count",20,50,0,"0.1",0.0250491704956617,3,"D","LRT","containment",0.0894
"binary",20,50,0,"0.2",0.123328190061501,3,"B","LRT","containment",0.0708
"binary",20,50,0,"0.2",0.125353287890396,3,"D","LRT","containment",0.0822
"count",20,50,0,"0.2",0.0637557445005547,3,"B","LRT","containment",0.0752
"count",20,50,0,"0.2",0.0517002244587587,3,"D","LRT","containment",0.0848
"binary",20,50,0.75,"0.001",0.00303679400150231,3,"B","LRT","containment",0.048
"binary",20,50,0.75,"0.001",0.00323062165623457,3,"D","LRT","containment",0.043
"count",20,50,0.75,"0.001",0.00353544295970465,3,"B","LRT","containment",0.047
"count",20,50,0.75,"0.001",0.00430322372732792,3,"D","LRT","containment",0.044
"binary",20,50,0.75,"0.01",0.00742028510525528,3,"B","LRT","containment",0.063
"binary",20,50,0.75,"0.01",0.00760325774403333,3,"D","LRT","containment",0.068
"count",20,50,0.75,"0.01",0.00538617913089761,3,"B","LRT","containment",0.068
"count",20,50,0.75,"0.01",0.00619513998471993,3,"D","LRT","containment",0.0772
"binary",20,50,0.75,"0.05",0.0310555273166792,3,"B","LRT","containment",0.0824
"binary",20,50,0.75,"0.05",0.0313292093544931,3,"D","LRT","containment",0.0918
"count",20,50,0.75,"0.05",0.0171215380550739,3,"B","LRT","containment",0.0834
"count",20,50,0.75,"0.05",0.0148675802664916,3,"D","LRT","containment",0.103
"binary",20,50,0.75,"0.1",0.0608607095952132,3,"B","LRT","containment",0.0756
"binary",20,50,0.75,"0.1",0.0623547198210105,3,"D","LRT","containment",0.0908
"count",20,50,0.75,"0.1",0.033512529594327,3,"B","LRT","containment",0.071
"count",20,50,0.75,"0.1",0.0277635608955606,3,"D","LRT","containment",0.0962
"binary",20,50,0.75,"0.2",0.122882470919605,3,"B","LRT","containment",0.0782
"binary",20,50,0.75,"0.2",0.125338211562412,3,"D","LRT","containment",0.0838
"count",20,50,0.75,"0.2",0.0653215844010858,3,"B","LRT","containment",0.0808
"count",20,50,0.75,"0.2",0.0547319272671687,3,"D","LRT","containment",0.0938
"binary",20,50,1.5,"0.001",0.00323491429099757,3,"B","LRT","containment",0.0452
"binary",20,50,1.5,"0.001",0.00357341765718935,3,"D","LRT","containment",0.049
"count",20,50,1.5,"0.001",0.00764382176165411,3,"B","LRT","containment",0.048
"count",20,50,1.5,"0.001",0.0111786122593719,3,"D","LRT","containment",0.0448
"binary",20,50,1.5,"0.01",0.00799596553210137,3,"B","LRT","containment",0.0786
"binary",20,50,1.5,"0.01",0.00841374842708255,3,"D","LRT","containment",0.079
"count",20,50,1.5,"0.01",0.0102300326105298,3,"B","LRT","containment",0.0918
"count",20,50,1.5,"0.01",0.0140439690524647,3,"D","LRT","containment",0.0896
"binary",20,50,1.5,"0.05",0.0314007623338456,3,"B","LRT","containment",0.0986
"binary",20,50,1.5,"0.05",0.031232196512167,3,"D","LRT","containment",0.102
"count",20,50,1.5,"0.05",0.0226371381209776,3,"B","LRT","containment",0.0962
"count",20,50,1.5,"0.05",0.0230217575883621,3,"D","LRT","containment",0.1212
"binary",20,50,1.5,"0.1",0.0614856931762601,3,"B","LRT","containment",0.0884
"binary",20,50,1.5,"0.1",0.0623185159371227,3,"D","LRT","containment",0.1112
"count",20,50,1.5,"0.1",0.0385265271815941,3,"B","LRT","containment",0.0882
"count",20,50,1.5,"0.1",0.0359711487371637,3,"D","LRT","containment",0.1108
"binary",20,50,1.5,"0.2",0.12272503998623,3,"B","LRT","containment",0.081
"binary",20,50,1.5,"0.2",0.124320081098347,3,"D","LRT","containment",0.0922
"count",20,50,1.5,"0.2",0.0736413356218233,3,"B","LRT","containment",0.0828
"count",20,50,1.5,"0.2",0.0651629987519187,3,"D","LRT","containment",0.0894
"binary",20,100,0,"0.001",0.00177900626026974,3,"B","LRT","containment",0.0472
"binary",20,100,0,"0.001",0.0018220763156317,3,"D","LRT","containment",0.0484
"count",20,100,0,"0.001",0.00150611711815787,3,"B","LRT","containment",0.0498
"count",20,100,0,"0.001",0.00165940135922623,3,"D","LRT","containment",0.0518
"binary",20,100,0,"0.01",0.0064437032425611,3,"B","LRT","containment",0.0666
"binary",20,100,0,"0.01",0.00645765104594082,3,"D","LRT","containment",0.0738
"count",20,100,0,"0.01",0.0036071601069044,3,"B","LRT","containment",0.0682
"count",20,100,0,"0.01",0.00318624982153961,3,"D","LRT","containment",0.079
"binary",20,100,0,"0.05",0.0310021606150071,3,"B","LRT","containment",0.0754
"binary",20,100,0,"0.05",0.0311501250110085,3,"D","LRT","containment",0.078
"count",20,100,0,"0.05",0.015477155742921,3,"B","LRT","containment",0.084
"count",20,100,0,"0.05",0.0123983374053192,3,"D","LRT","containment",0.0846
"binary",20,100,0,"0.1",0.0617625390186925,3,"B","LRT","containment",0.0762
"binary",20,100,0,"0.1",0.0626780078154257,3,"D","LRT","containment",0.0838
"count",20,100,0,"0.1",0.0306557741954229,3,"B","LRT","containment",0.071
"count",20,100,0,"0.1",0.0248648844670698,3,"D","LRT","containment",0.0844
"binary",20,100,0,"0.2",0.124706228467195,3,"B","LRT","containment",0.071
"binary",20,100,0,"0.2",0.125052760395505,3,"D","LRT","containment",0.0816
"count",20,100,0,"0.2",0.0617714687507901,3,"B","LRT","containment",0.073
"count",20,100,0,"0.2",0.0509885129852965,3,"D","LRT","containment",0.0834
"binary",20,100,0.75,"0.001",0.00174613921058423,3,"B","LRT","containment",0.0478
"binary",20,100,0.75,"0.001",0.00182656522029973,3,"D","LRT","containment",0.0546
"count",20,100,0.75,"0.001",0.00174643868708519,3,"B","LRT","containment",0.0472
"count",20,100,0.75,"0.001",0.00225143566411208,3,"D","LRT","containment",0.053
"binary",20,100,0.75,"0.01",0.00662856283196524,3,"B","LRT","containment",0.0768
"binary",20,100,0.75,"0.01",0.00656279063013966,3,"D","LRT","containment",0.0772
"count",20,100,0.75,"0.01",0.00395667108316316,3,"B","LRT","containment",0.0732
"count",20,100,0.75,"0.01",0.00381705575839486,3,"D","LRT","containment",0.0928
"binary",20,100,0.75,"0.05",0.031193831207276,3,"B","LRT","containment",0.071
"binary",20,100,0.75,"0.05",0.031384599325183,3,"D","LRT","containment",0.09
"count",20,100,0.75,"0.05",0.0160878085668808,3,"B","LRT","containment",0.0808
"count",20,100,0.75,"0.05",0.0134810586699649,3,"D","LRT","containment",0.0866
"binary",20,100,0.75,"0.1",0.0618445391328539,3,"B","LRT","containment",0.0844
"binary",20,100,0.75,"0.1",0.0619879385369715,3,"D","LRT","containment",0.0964
"count",20,100,0.75,"0.1",0.0316877926734444,3,"B","LRT","containment",0.076
"count",20,100,0.75,"0.1",0.0257861268011015,3,"D","LRT","containment",0.0852
"binary",20,100,0.75,"0.2",0.123315540999927,3,"B","LRT","containment",0.0796
"binary",20,100,0.75,"0.2",0.123995105338802,3,"D","LRT","containment",0.0934
"count",20,100,0.75,"0.2",0.0631678492676592,3,"B","LRT","containment",0.0752
"count",20,100,0.75,"0.2",0.05300910109211,3,"D","LRT","containment",0.0908
"binary",20,100,1.5,"0.001",0.00197529687617095,3,"B","LRT","containment",0.0506
"binary",20,100,1.5,"0.001",0.00220537308892529,3,"D","LRT","containment",0.0568
"count",20,100,1.5,"0.001",0.00480088459669065,3,"B","LRT","containment",0.0516
"count",20,100,1.5,"0.001",0.00720397936418128,3,"D","LRT","containment",0.0574
"binary",20,100,1.5,"0.01",0.00673565554887598,3,"B","LRT","containment",0.0918
"binary",20,100,1.5,"0.01",0.00691941302943436,3,"D","LRT","containment",0.1086
"count",20,100,1.5,"0.01",0.00693668347627931,3,"B","LRT","containment",0.0978
"count",20,100,1.5,"0.01",0.00908046426731987,3,"D","LRT","containment",0.1146
"binary",20,100,1.5,"0.05",0.030993996939865,3,"B","LRT","containment",0.091
"binary",20,100,1.5,"0.05",0.0313022428302123,3,"D","LRT","containment",0.1178
"count",20,100,1.5,"0.05",0.0190167653068634,3,"B","LRT","containment",0.0988
"count",20,100,1.5,"0.05",0.0197953926862497,3,"D","LRT","containment",0.1024
"binary",20,100,1.5,"0.1",0.0618689577411782,3,"B","LRT","containment",0.0856
"binary",20,100,1.5,"0.1",0.0624815256435057,3,"D","LRT","containment",0.107
"count",20,100,1.5,"0.1",0.0359878287071939,3,"B","LRT","containment",0.0834
"count",20,100,1.5,"0.1",0.0334546998123381,3,"D","LRT","containment",0.1006
"binary",20,100,1.5,"0.2",0.123223942000894,3,"B","LRT","containment",0.0798
"binary",20,100,1.5,"0.2",0.123959826340275,3,"D","LRT","containment",0.0984
"count",20,100,1.5,"0.2",0.0705947200398936,3,"B","LRT","containment",0.0854
"count",20,100,1.5,"0.2",0.0616878837995406,3,"D","LRT","containment",0.0962
"binary",10,50,0,"0.001",0.00441790900181696,3,"B","LRT","BW2",0.016
"binary",10,50,0,"0.001",0.00481562477433385,3,"D","LRT","BW2",0.0144
"count",10,50,0,"0.001",0.00419779866796172,3,"B","LRT","BW2",0.0156
"count",10,50,0,"0.001",0.00450815789820078,3,"D","LRT","BW2",0.013
"binary",10,50,0,"0.01",0.00886295255019915,3,"B","LRT","BW2",0.0214
"binary",10,50,0,"0.01",0.00907127307800888,3,"D","LRT","BW2",0.023
"count",10,50,0,"0.01",0.00641575569918404,3,"B","LRT","BW2",0.0266
"count",10,50,0,"0.01",0.00627056589682486,3,"D","LRT","BW2",0.0212
"binary",10,50,0,"0.05",0.0304424564566569,3,"B","LRT","BW2",0.0476
"binary",10,50,0,"0.05",0.0312943964080364,3,"D","LRT","BW2",0.052
"count",10,50,0,"0.05",0.0171678073043332,3,"B","LRT","BW2",0.047
"count",10,50,0,"0.05",0.0143026123771992,3,"D","LRT","BW2",0.057
"binary",10,50,0,"0.1",0.0612201935832697,3,"B","LRT","BW2",0.0512
"binary",10,50,0,"0.1",0.061085448946053,3,"D","LRT","BW2",0.0666
"count",10,50,0,"0.1",0.0316060355098482,3,"B","LRT","BW2",0.0592
"count",10,50,0,"0.1",0.0272286118732444,3,"D","LRT","BW2",0.0732
"binary",10,50,0,"0.2",0.120825160825627,3,"B","LRT","BW2",0.0604
"binary",10,50,0,"0.2",0.122592220026269,3,"D","LRT","BW2",0.0696
"count",10,50,0,"0.2",0.0618601849766564,3,"B","LRT","BW2",0.0566
"count",10,50,0,"0.2",0.0511230854069278,3,"D","LRT","BW2",0.0708
"binary",10,50,0.75,"0.001",0.00497323656940166,3,"B","LRT","BW2",0.0174
"binary",10,50,0.75,"0.001",0.00608169810098553,3,"D","LRT","BW2",0.0116
"count",10,50,0.75,"0.001",0.00623828187447196,3,"B","LRT","BW2",0.014
"count",10,50,0.75,"0.001",0.00731840043051828,3,"D","LRT","BW2",0.014
"binary",10,50,0.75,"0.01",0.00940899438156719,3,"B","LRT","BW2",0.0252
"binary",10,50,0.75,"0.01",0.00996479412647934,3,"D","LRT","BW2",0.022
"count",10,50,0.75,"0.01",0.00834478261967973,3,"B","LRT","BW2",0.0278
"count",10,50,0.75,"0.01",0.00941758409765931,3,"D","LRT","BW2",0.032
"binary",10,50,0.75,"0.05",0.031169300444663,3,"B","LRT","BW2",0.0532
"binary",10,50,0.75,"0.05",0.0323115221171797,3,"D","LRT","BW2",0.0564
"count",10,50,0.75,"0.05",0.0196818698194585,3,"B","LRT","BW2",0.0588
"count",10,50,0.75,"0.05",0.0177750740515146,3,"D","LRT","BW2",0.0642
"binary",10,50,0.75,"0.1",0.0611722651487863,3,"B","LRT","BW2",0.0624
"binary",10,50,0.75,"0.1",0.0633148215332647,3,"D","LRT","BW2",0.0766
"count",10,50,0.75,"0.1",0.0347733352411771,3,"B","LRT","BW2",0.062
"count",10,50,0.75,"0.1",0.0307067945466164,3,"D","LRT","BW2",0.0854
"binary",10,50,0.75,"0.2",0.12290163731374,3,"B","LRT","BW2",0.0582
"binary",10,50,0.75,"0.2",0.12266730604168,3,"D","LRT","BW2",0.0732
"count",10,50,0.75,"0.2",0.066440911109012,3,"B","LRT","BW2",0.0598
"count",10,50,0.75,"0.2",0.0555926711315445,3,"D","LRT","BW2",0.076
"binary",10,50,1.5,"0.001",0.00760937320668418,3,"B","LRT","BW2",0.017
"binary",10,50,1.5,"0.001",0.0101069109231823,3,"D","LRT","BW2",0.0156
"count",10,50,1.5,"0.001",0.0130496353503529,3,"B","LRT","BW2",0.013
"count",10,50,1.5,"0.001",0.018859999278909,3,"D","LRT","BW2",0.0126
"binary",10,50,1.5,"0.01",0.0123299673064131,3,"B","LRT","BW2",0.0304
"binary",10,50,1.5,"0.01",0.0138392261770596,3,"D","LRT","BW2",0.0246049209841968
"count",10,50,1.5,"0.01",0.0152275822702306,3,"B","LRT","BW2",0.0296
"count",10,50,1.5,"0.01",0.0223624312036413,3,"D","LRT","BW2",0.0286
"binary",10,50,1.5,"0.05",0.0331079295756331,3,"B","LRT","BW2",0.062
"binary",10,50,1.5,"0.05",0.0351593718320426,3,"D","LRT","BW2",0.0684
"count",10,50,1.5,"0.05",0.0273941376432881,3,"B","LRT","BW2",0.0636
"count",10,50,1.5,"0.05",0.0317380825151281,3,"D","LRT","BW2",0.0752
"binary",10,50,1.5,"0.1",0.0629806641077817,3,"B","LRT","BW2",0.0778
"binary",10,50,1.5,"0.1",0.0631878822726434,3,"D","LRT","BW2",0.0842
"count",10,50,1.5,"0.1",0.0410113145860164,3,"B","LRT","BW2",0.0798
"count",10,50,1.5,"0.1",0.0439456156423893,3,"D","LRT","BW2",0.103
"binary",10,50,1.5,"0.2",0.119877282676481,3,"B","LRT","BW2",0.0764
"binary",10,50,1.5,"0.2",0.122192616481716,3,"D","LRT","BW2",0.0948
"count",10,50,1.5,"0.2",0.0747124014079075,3,"B","LRT","BW2",0.082
"count",10,50,1.5,"0.2",0.0690742915893128,3,"D","LRT","BW2",0.11
"binary",10,100,0,"0.001",0.00246503548338335,3,"B","LRT","BW2",0.0166
"binary",10,100,0,"0.001",0.00270302782272153,3,"D","LRT","BW2",0.0126
"count",10,100,0,"0.001",0.00225702257549434,3,"B","LRT","BW2",0.016
"count",10,100,0,"0.001",0.00235287891273282,3,"D","LRT","BW2",0.01
"binary",10,100,0,"0.01",0.00704258828411194,3,"B","LRT","BW2",0.0288
"binary",10,100,0,"0.01",0.00728889199937537,3,"D","LRT","BW2",0.0308
"count",10,100,0,"0.01",0.00436106200064431,3,"B","LRT","BW2",0.0314
"count",10,100,0,"0.01",0.0040208906452587,3,"D","LRT","BW2",0.038
"binary",10,100,0,"0.05",0.0309382481505176,3,"B","LRT","BW2",0.059
"binary",10,100,0,"0.05",0.0311600377799716,3,"D","LRT","BW2",0.0632
"count",10,100,0,"0.05",0.0156304790509708,3,"B","LRT","BW2",0.0522
"count",10,100,0,"0.05",0.0129855889128572,3,"D","LRT","BW2",0.061
"binary",10,100,0,"0.1",0.0615973775951026,3,"B","LRT","BW2",0.0572
"binary",10,100,0,"0.1",0.0617805699885483,3,"D","LRT","BW2",0.0654
"count",10,100,0,"0.1",0.0309913452183109,3,"B","LRT","BW2",0.0542
"count",10,100,0,"0.1",0.0252407249580761,3,"D","LRT","BW2",0.0676
"binary",10,100,0,"0.2",0.121024183501027,3,"B","LRT","BW2",0.0574
"binary",10,100,0,"0.2",0.121523265060132,3,"D","LRT","BW2",0.0664
"count",10,100,0,"0.2",0.0617424960372831,3,"B","LRT","BW2",0.0558
"count",10,100,0,"0.2",0.0496899252304111,3,"D","LRT","BW2",0.0702
"binary",10,100,0.75,"0.001",0.00281613423270428,3,"B","LRT","BW2",0.0166
"binary",10,100,0.75,"0.001",0.00327483671419022,3,"D","LRT","BW2",0.0134
"count",10,100,0.75,"0.001",0.00319432230893564,3,"B","LRT","BW2",0.0156
"count",10,100,0.75,"0.001",0.00407304514826844,3,"D","LRT","BW2",0.015
"binary",10,100,0.75,"0.01",0.00728306209578742,3,"B","LRT","BW2",0.0356
"binary",10,100,0.75,"0.01",0.00800223038500081,3,"D","LRT","BW2",0.0294
"count",10,100,0.75,"0.01",0.00528689973239406,3,"B","LRT","BW2",0.0402
"count",10,100,0.75,"0.01",0.00592153423592172,3,"D","LRT","BW2",0.0414
"binary",10,100,0.75,"0.05",0.031715350134383,3,"B","LRT","BW2",0.0586
"binary",10,100,0.75,"0.05",0.0316632807540635,3,"D","LRT","BW2",0.0746
"count",10,100,0.75,"0.05",0.0169041787270705,3,"B","LRT","BW2",0.0624
"count",10,100,0.75,"0.05",0.0141495912430893,3,"D","LRT","BW2",0.0784
"binary",10,100,0.75,"0.1",0.060823441108353,3,"B","LRT","BW2",0.0606
"binary",10,100,0.75,"0.1",0.0613347961501167,3,"D","LRT","BW2",0.072
"count",10,100,0.75,"0.1",0.0324309541859937,3,"B","LRT","BW2",0.062
"count",10,100,0.75,"0.1",0.0266099268332768,3,"D","LRT","BW2",0.0864
"binary",10,100,0.75,"0.2",0.121328089644148,3,"B","LRT","BW2",0.062
"binary",10,100,0.75,"0.2",0.123985729975534,3,"D","LRT","BW2",0.07
"count",10,100,0.75,"0.2",0.0635595296895331,3,"B","LRT","BW2",0.0612
"count",10,100,0.75,"0.2",0.0526689883733272,3,"D","LRT","BW2",0.0754
"binary",10,100,1.5,"0.001",0.00459159478140614,3,"B","LRT","BW2",0.0152
"binary",10,100,1.5,"0.001",0.00558974927921303,3,"D","LRT","BW2",0.016
"count",10,100,1.5,"0.001",0.00905462761605271,3,"B","LRT","BW2",0.0178
"count",10,100,1.5,"0.001",0.0138825433304097,3,"D","LRT","BW2",0.0132
"binary",10,100,1.5,"0.01",0.00900805710258488,3,"B","LRT","BW2",0.0452
"binary",10,100,1.5,"0.01",0.00982712860664403,3,"D","LRT","BW2",0.0396
"count",10,100,1.5,"0.01",0.0104029894310174,3,"B","LRT","BW2",0.049
"count",10,100,1.5,"0.01",0.0159579486396475,3,"D","LRT","BW2",0.0484
"binary",10,100,1.5,"0.05",0.0324424417566006,3,"B","LRT","BW2",0.0794
"binary",10,100,1.5,"0.05",0.0325419242808017,3,"D","LRT","BW2",0.094
"count",10,100,1.5,"0.05",0.0229569268352061,3,"B","LRT","BW2",0.0858
"count",10,100,1.5,"0.05",0.0239971630662102,3,"D","LRT","BW2",0.1016
"binary",10,100,1.5,"0.1",0.0600323641136348,3,"B","LRT","BW2",0.0872
"binary",10,100,1.5,"0.1",0.0621749456389525,3,"D","LRT","BW2",0.1078
"count",10,100,1.5,"0.1",0.037899658122252,3,"B","LRT","BW2",0.084
"count",10,100,1.5,"0.1",0.0370821732020042,3,"D","LRT","BW2",0.116
"binary",10,100,1.5,"0.2",0.122942267579712,3,"B","LRT","BW2",0.074
"binary",10,100,1.5,"0.2",0.122950611300749,3,"D","LRT","BW2",0.1006
"count",10,100,1.5,"0.2",0.0717884732674398,3,"B","LRT","BW2",0.0824
"count",10,100,1.5,"0.2",0.0640913089383585,3,"D","LRT","BW2",0.1036
"binary",20,50,0,"0.001",0.00301540463643177,3,"B","LRT","BW2",0.0282
"binary",20,50,0,"0.001",0.00328408138717534,3,"D","LRT","BW2",0.033
"count",20,50,0,"0.001",0.00269405554302331,3,"B","LRT","BW2",0.0318
"count",20,50,0,"0.001",0.00313277501288017,3,"D","LRT","BW2",0.036
"binary",20,50,0,"0.01",0.00714708687052547,3,"B","LRT","BW2",0.0428
"binary",20,50,0,"0.01",0.00743243504797906,3,"D","LRT","BW2",0.0438
"count",20,50,0,"0.01",0.00492440332222265,3,"B","LRT","BW2",0.047
"count",20,50,0,"0.01",0.00455978241775279,3,"D","LRT","BW2",0.0516
"binary",20,50,0,"0.05",0.0314071972032064,3,"B","LRT","BW2",0.0522
"binary",20,50,0,"0.05",0.0308921042058198,3,"D","LRT","BW2",0.0678
"count",20,50,0,"0.05",0.0157275837655498,3,"B","LRT","BW2",0.0568
"count",20,50,0,"0.05",0.013241658437653,3,"D","LRT","BW2",0.0682
"binary",20,50,0,"0.1",0.0616178513755381,3,"B","LRT","BW2",0.0564
"binary",20,50,0,"0.1",0.0623496854734388,3,"D","LRT","BW2",0.058
"count",20,50,0,"0.1",0.0317215206157226,3,"B","LRT","BW2",0.0552
"count",20,50,0,"0.1",0.0250491704956617,3,"D","LRT","BW2",0.0668
"binary",20,50,0,"0.2",0.123328190061501,3,"B","LRT","BW2",0.0564
"binary",20,50,0,"0.2",0.125353287890396,3,"D","LRT","BW2",0.0564
"count",20,50,0,"0.2",0.0637557445005547,3,"B","LRT","BW2",0.055
"count",20,50,0,"0.2",0.0517002244587587,3,"D","LRT","BW2",0.0618
"binary",20,50,0.75,"0.001",0.00303679400150231,3,"B","LRT","BW2",0.0324
"binary",20,50,0.75,"0.001",0.00323062165623457,3,"D","LRT","BW2",0.0312
"count",20,50,0.75,"0.001",0.00353544295970465,3,"B","LRT","BW2",0.0312
"count",20,50,0.75,"0.001",0.00430322372732792,3,"D","LRT","BW2",0.0304
"binary",20,50,0.75,"0.01",0.00742028510525528,3,"B","LRT","BW2",0.042
"binary",20,50,0.75,"0.01",0.00760325774403333,3,"D","LRT","BW2",0.0472
"count",20,50,0.75,"0.01",0.00538617913089761,3,"B","LRT","BW2",0.0506
"count",20,50,0.75,"0.01",0.00619513998471993,3,"D","LRT","BW2",0.0544
"binary",20,50,0.75,"0.05",0.0310555273166792,3,"B","LRT","BW2",0.0634
"binary",20,50,0.75,"0.05",0.0313292093544931,3,"D","LRT","BW2",0.0674
"count",20,50,0.75,"0.05",0.0171215380550739,3,"B","LRT","BW2",0.0636
"count",20,50,0.75,"0.05",0.0148675802664916,3,"D","LRT","BW2",0.076
"binary",20,50,0.75,"0.1",0.0608607095952132,3,"B","LRT","BW2",0.0554
"binary",20,50,0.75,"0.1",0.0623547198210105,3,"D","LRT","BW2",0.068
"count",20,50,0.75,"0.1",0.033512529594327,3,"B","LRT","BW2",0.0522
"count",20,50,0.75,"0.1",0.0277635608955606,3,"D","LRT","BW2",0.0732
"binary",20,50,0.75,"0.2",0.122882470919605,3,"B","LRT","BW2",0.0608
"binary",20,50,0.75,"0.2",0.125338211562412,3,"D","LRT","BW2",0.0608
"count",20,50,0.75,"0.2",0.0653215844010858,3,"B","LRT","BW2",0.0614
"count",20,50,0.75,"0.2",0.0547319272671687,3,"D","LRT","BW2",0.0724
"binary",20,50,1.5,"0.001",0.00323491429099757,3,"B","LRT","BW2",0.033
"binary",20,50,1.5,"0.001",0.00357341765718935,3,"D","LRT","BW2",0.0358
"count",20,50,1.5,"0.001",0.00764382176165411,3,"B","LRT","BW2",0.033
"count",20,50,1.5,"0.001",0.0111786122593719,3,"D","LRT","BW2",0.031
"binary",20,50,1.5,"0.01",0.00799596553210137,3,"B","LRT","BW2",0.055
"binary",20,50,1.5,"0.01",0.00841374842708255,3,"D","LRT","BW2",0.0566
"count",20,50,1.5,"0.01",0.0102300326105298,3,"B","LRT","BW2",0.0682
"count",20,50,1.5,"0.01",0.0140439690524647,3,"D","LRT","BW2",0.0622
"binary",20,50,1.5,"0.05",0.0314007623338456,3,"B","LRT","BW2",0.0766
"binary",20,50,1.5,"0.05",0.031232196512167,3,"D","LRT","BW2",0.0772
"count",20,50,1.5,"0.05",0.0226371381209776,3,"B","LRT","BW2",0.075
"count",20,50,1.5,"0.05",0.0230217575883621,3,"D","LRT","BW2",0.0924
"binary",20,50,1.5,"0.1",0.0614856931762601,3,"B","LRT","BW2",0.067
"binary",20,50,1.5,"0.1",0.0623185159371227,3,"D","LRT","BW2",0.0818
"count",20,50,1.5,"0.1",0.0385265271815941,3,"B","LRT","BW2",0.0688
"count",20,50,1.5,"0.1",0.0359711487371637,3,"D","LRT","BW2",0.0868
"binary",20,50,1.5,"0.2",0.12272503998623,3,"B","LRT","BW2",0.0592
"binary",20,50,1.5,"0.2",0.124320081098347,3,"D","LRT","BW2",0.0698
"count",20,50,1.5,"0.2",0.0736413356218233,3,"B","LRT","BW2",0.0606
"count",20,50,1.5,"0.2",0.0651629987519187,3,"D","LRT","BW2",0.0658
"binary",20,100,0,"0.001",0.00177900626026974,3,"B","LRT","BW2",0.0316
"binary",20,100,0,"0.001",0.0018220763156317,3,"D","LRT","BW2",0.0324
"count",20,100,0,"0.001",0.00150611711815787,3,"B","LRT","BW2",0.0348
"count",20,100,0,"0.001",0.00165940135922623,3,"D","LRT","BW2",0.0344
"binary",20,100,0,"0.01",0.0064437032425611,3,"B","LRT","BW2",0.0474
"binary",20,100,0,"0.01",0.00645765104594082,3,"D","LRT","BW2",0.0536
"count",20,100,0,"0.01",0.0036071601069044,3,"B","LRT","BW2",0.0514
"count",20,100,0,"0.01",0.00318624982153961,3,"D","LRT","BW2",0.0604
"binary",20,100,0,"0.05",0.0310021606150071,3,"B","LRT","BW2",0.0564
"binary",20,100,0,"0.05",0.0311501250110085,3,"D","LRT","BW2",0.058
"count",20,100,0,"0.05",0.015477155742921,3,"B","LRT","BW2",0.0594
"count",20,100,0,"0.05",0.0123983374053192,3,"D","LRT","BW2",0.0662
"binary",20,100,0,"0.1",0.0617625390186925,3,"B","LRT","BW2",0.0586
"binary",20,100,0,"0.1",0.0626780078154257,3,"D","LRT","BW2",0.0594
"count",20,100,0,"0.1",0.0306557741954229,3,"B","LRT","BW2",0.0542
"count",20,100,0,"0.1",0.0248648844670698,3,"D","LRT","BW2",0.065
"binary",20,100,0,"0.2",0.124706228467195,3,"B","LRT","BW2",0.0546
"binary",20,100,0,"0.2",0.125052760395505,3,"D","LRT","BW2",0.0584
"count",20,100,0,"0.2",0.0617714687507901,3,"B","LRT","BW2",0.055
"count",20,100,0,"0.2",0.0509885129852965,3,"D","LRT","BW2",0.0606
"binary",20,100,0.75,"0.001",0.00174613921058423,3,"B","LRT","BW2",0.0336
"binary",20,100,0.75,"0.001",0.00182656522029973,3,"D","LRT","BW2",0.0342
"count",20,100,0.75,"0.001",0.00174643868708519,3,"B","LRT","BW2",0.0326
"count",20,100,0.75,"0.001",0.00225143566411208,3,"D","LRT","BW2",0.0342
"binary",20,100,0.75,"0.01",0.00662856283196524,3,"B","LRT","BW2",0.0552
