"outcome.type","n.cluster","mean.size","coef.var","ICC","ICC2","model","true.model","method","ddf","type.I.error"
"binary",10,100,0,"0.05",0.0365794595514818,1,"B","LRT","BW1",0.0334
"binary",10,100,0,"0.05",0.0380038472827834,1,"C","LRT","BW1",0.0564
"binary",10,100,0,"0.05",0.0345770727787507,1,"D","LRT","BW1",0.0452
"count",10,100,0,"0.05",0.0357178320182788,1,"A","LRT","BW1",0.0406
"count",10,100,0,"0.05",0.0311450095210637,1,"B","LRT","BW1",0.0426
"count",10,100,0,"0.05",0.0436203241422395,1,"C","LRT","BW1",0.0562
"count",10,100,0,"0.05",0.0303827795650928,1,"D","LRT","BW1",0.0478
"binary",10,100,0,"0.1",0.0776960257481777,1,"A","LRT","BW1",0.0438
"binary",10,100,0,"0.1",0.0712392985351139,1,"B","LRT","BW1",0.042
"binary",10,100,0,"0.1",0.0726218529462308,1,"C","LRT","BW1",0.0518
"binary",10,100,0,"0.1",0.0686718931312444,1,"D","LRT","BW1",0.0528
"count",10,100,0,"0.1",0.0717197310027566,1,"A","LRT","BW1",0.0458
"count",10,100,0,"0.1",0.0617108872024519,1,"B","LRT","BW1",0.0438
"count",10,100,0,"0.1",0.0866767871105923,1,"C","LRT","BW1",0.0598
"count",10,100,0,"0.1",0.0602093688480608,1,"D","LRT","BW1",0.047
"binary",10,100,0,"0.2",0.15046240873953,1,"A","LRT","BW1",0.0482
"binary",10,100,0,"0.2",0.137661586600218,1,"B","LRT","BW1",0.0392
"binary",10,100,0,"0.2",0.143975816086435,1,"C","LRT","BW1",0.0524
"binary",10,100,0,"0.2",0.134353886730881,1,"D","LRT","BW1",0.0424
"count",10,100,0,"0.2",0.148602498027154,1,"A","LRT","BW1",0.0446
"count",10,100,0,"0.2",0.122102701914005,1,"B","LRT","BW1",0.0422
"count",10,100,0,"0.2",0.170060907949577,1,"C","LRT","BW1",0.06
"count",10,100,0,"0.2",0.118569170203333,1,"D","LRT","BW1",0.053
"binary",10,100,0.75,"0.001",0.00275904297775465,1,"A","LRT","BW1",0.0184
"binary",10,100,0.75,"0.001",0.00264397180564752,1,"B","LRT","BW1",0.0144
"binary",10,100,0.75,"0.001",0.00299038211632286,1,"C","LRT","BW1",0.0132
"binary",10,100,0.75,"0.001",0.00301564262561105,1,"D","LRT","BW1",0.0098
"count",10,100,0.75,"0.001",0.00257568340215653,1,"A","LRT","BW1",0.0188
"count",10,100,0.75,"0.001",0.00258930357144549,1,"B","LRT","BW1",0.0156
"count",10,100,0.75,"0.001",0.0032712757236746,1,"C","LRT","BW1",0.0138
"count",10,100,0.75,"0.001",0.0034263758042648,1,"D","LRT","BW1",0.0118
"binary",10,100,0.75,"0.01",0.00907453989883836,1,"A","LRT","BW1",0.0378
"binary",10,100,0.75,"0.01",0.00807715517121494,1,"B","LRT","BW1",0.0314
"binary",10,100,0.75,"0.01",0.00879909705381802,1,"C","LRT","BW1",0.0438
"binary",10,100,0.75,"0.01",0.00808963670827513,1,"D","LRT","BW1",0.0352
"count",10,100,0.75,"0.01",0.00775403821669001,1,"A","LRT","BW1",0.0318
"count",10,100,0.75,"0.01",0.00741776964048562,1,"B","LRT","BW1",0.0322
"count",10,100,0.75,"0.01",0.0101804723641634,1,"C","LRT","BW1",0.044
"count",10,100,0.75,"0.01",0.00783050351680895,1,"D","LRT","BW1",0.0354
"binary",10,100,0.75,"0.05",0.0396343216772547,1,"A","LRT","BW1",0.0472
"binary",10,100,0.75,"0.05",0.0367749428656144,1,"B","LRT","BW1",0.0446
"binary",10,100,0.75,"0.05",0.0374165588951136,1,"C","LRT","BW1",0.06
"binary",10,100,0.75,"0.05",0.0344059644506803,1,"D","LRT","BW1",0.0502
"count",10,100,0.75,"0.05",0.0356005247373077,1,"A","LRT","BW1",0.0492
"count",10,100,0.75,"0.05",0.0317179819896564,1,"B","LRT","BW1",0.0422
"count",10,100,0.75,"0.05",0.0439164951618444,1,"C","LRT","BW1",0.0582
"count",10,100,0.75,"0.05",0.0322783337859198,1,"D","LRT","BW1",0.0502
"binary",10,100,0.75,"0.1",0.0768817758856933,1,"A","LRT","BW1",0.0498
"binary",10,100,0.75,"0.1",0.0718372061581829,1,"B","LRT","BW1",0.048
"binary",10,100,0.75,"0.1",0.0730801512403628,1,"C","LRT","BW1",0.0588
"binary",10,100,0.75,"0.1",0.0684314834009336,1,"D","LRT","BW1",0.0488
"count",10,100,0.75,"0.1",0.0718824723837895,1,"A","LRT","BW1",0.0506
"count",10,100,0.75,"0.1",0.062435379873143,1,"B","LRT","BW1",0.041
"count",10,100,0.75,"0.1",0.0871570770065821,1,"C","LRT","BW1",0.0634
"count",10,100,0.75,"0.1",0.0615620186262238,1,"D","LRT","BW1",0.052
"binary",10,100,0.75,"0.2",0.148942848630005,1,"A","LRT","BW1",0.0426
"binary",10,100,0.75,"0.2",0.138323876401349,1,"B","LRT","BW1",0.0412
"binary",10,100,0.75,"0.2",0.142394467353778,1,"C","LRT","BW1",0.0582
"binary",10,100,0.75,"0.2",0.133775054723706,1,"D","LRT","BW1",0.0476
"count",10,100,0.75,"0.2",0.148235580327266,1,"A","LRT","BW1",0.0456
"count",10,100,0.75,"0.2",0.123930533112809,1,"B","LRT","BW1",0.0446
"count",10,100,0.75,"0.2",0.173554128775863,1,"C","LRT","BW1",0.056
"count",10,100,0.75,"0.2",0.12166317369836,1,"D","LRT","BW1",0.0512
"binary",10,100,1.5,"0.001",0.00351298646849281,1,"A","LRT","BW1",0.0154
"binary",10,100,1.5,"0.001",0.00355538359016698,1,"B","LRT","BW1",0.0152
"binary",10,100,1.5,"0.001",0.00445454965850426,1,"C","LRT","BW1",0.0152
"binary",10,100,1.5,"0.001",0.00416125394095585,1,"D","LRT","BW1",0.015
"count",10,100,1.5,"0.001",0.00403141010431622,1,"A","LRT","BW1",0.0162
"count",10,100,1.5,"0.001",0.00398138841155568,1,"B","LRT","BW1",0.0124
"count",10,100,1.5,"0.001",0.0064407007145789,1,"C","LRT","BW1",0.0176
"count",10,100,1.5,"0.001",0.00852770396112027,1,"D","LRT","BW1",0.014
"binary",10,100,1.5,"0.01",0.00990745233136558,1,"A","LRT","BW1",0.046
"binary",10,100,1.5,"0.01",0.00953564006462455,1,"B","LRT","BW1",0.0334
"binary",10,100,1.5,"0.01",0.0100043322472285,1,"C","LRT","BW1",0.0476
"binary",10,100,1.5,"0.01",0.00944480090942495,1,"D","LRT","BW1",0.0406081216243249
"count",10,100,1.5,"0.01",0.00914982139858903,1,"A","LRT","BW1",0.043
"count",10,100,1.5,"0.01",0.00930284504300152,1,"B","LRT","BW1",0.0358
"count",10,100,1.5,"0.01",0.0128861768701798,1,"C","LRT","BW1",0.0458
"count",10,100,1.5,"0.01",0.0129721270287443,1,"D","LRT","BW1",0.043
"binary",10,100,1.5,"0.05",0.039023300233298,1,"A","LRT","BW1",0.072
"binary",10,100,1.5,"0.05",0.0362798597554775,1,"B","LRT","BW1",0.061
"binary",10,100,1.5,"0.05",0.038038474012899,1,"C","LRT","BW1",0.0868
"binary",10,100,1.5,"0.05",0.0348298635237453,1,"D","LRT","BW1",0.0750150030006001
"count",10,100,1.5,"0.05",0.0373536753027255,1,"A","LRT","BW1",0.0598
"count",10,100,1.5,"0.05",0.0339732119063651,1,"B","LRT","BW1",0.0588
"count",10,100,1.5,"0.05",0.0456295867066965,1,"C","LRT","BW1",0.0848
"count",10,100,1.5,"0.05",0.039229766119402,1,"D","LRT","BW1",0.0732
"binary",10,100,1.5,"0.1",0.0766195941239847,1,"A","LRT","BW1",0.0618
"binary",10,100,1.5,"0.1",0.0697447659533456,1,"B","LRT","BW1",0.0594
"binary",10,100,1.5,"0.1",0.0727403304048147,1,"C","LRT","BW1",0.0838
"binary",10,100,1.5,"0.1",0.0670470201890663,1,"D","LRT","BW1",0.0772154430886177
"count",10,100,1.5,"0.1",0.0733725149128202,1,"A","LRT","BW1",0.0586
"count",10,100,1.5,"0.1",0.0648506862599983,1,"B","LRT","BW1",0.0572
"count",10,100,1.5,"0.1",0.0892180952730939,1,"C","LRT","BW1",0.092
"count",10,100,1.5,"0.1",0.0693443330517085,1,"D","LRT","BW1",0.0764
"binary",10,100,1.5,"0.2",0.149498615747707,1,"A","LRT","BW1",0.0496
"binary",10,100,1.5,"0.2",0.137679179122356,1,"B","LRT","BW1",0.0444
"binary",10,100,1.5,"0.2",0.141740151572605,1,"C","LRT","BW1",0.0726
"binary",10,100,1.5,"0.2",0.132138361152702,1,"D","LRT","BW1",0.0622
"count",10,100,1.5,"0.2",0.148945324449063,1,"A","LRT","BW1",0.0504
"count",10,100,1.5,"0.2",0.128952257873747,1,"B","LRT","BW1",0.0526
"count",10,100,1.5,"0.2",0.174284056391099,1,"C","LRT","BW1",0.0722
"count",10,100,1.5,"0.2",0.128590143541435,1,"D","LRT","BW1",0.0678
"binary",20,50,0,"0.001",0.00319480474112573,1,"A","LRT","BW1",0.0278
"binary",20,50,0,"0.001",0.00312457575979761,1,"B","LRT","BW1",0.0282
"binary",20,50,0,"0.001",0.00310560230064791,1,"C","LRT","BW1",0.0268
"binary",20,50,0,"0.001",0.00325279333261656,1,"D","LRT","BW1",0.0306
"count",20,50,0,"0.001",0.0030416082600758,1,"A","LRT","BW1",0.0248
"count",20,50,0,"0.001",0.00309822695806074,1,"B","LRT","BW1",0.031
"count",20,50,0,"0.001",0.00341198343876148,1,"C","LRT","BW1",0.0342
"count",20,50,0,"0.001",0.00325721796968555,1,"D","LRT","BW1",0.0346
"binary",20,50,0,"0.01",0.0086473904078332,1,"A","LRT","BW1",0.0412
"binary",20,50,0,"0.01",0.00798805268597038,1,"B","LRT","BW1",0.0406
"binary",20,50,0,"0.01",0.00855970810175006,1,"C","LRT","BW1",0.0456
"binary",20,50,0,"0.01",0.00777344458295763,1,"D","LRT","BW1",0.0434
"count",20,50,0,"0.01",0.00797004778825594,1,"A","LRT","BW1",0.038
"count",20,50,0,"0.01",0.00719633694860305,1,"B","LRT","BW1",0.0414
"count",20,50,0,"0.01",0.00940150683052739,1,"C","LRT","BW1",0.0452
"count",20,50,0,"0.01",0.00748687604376075,1,"D","LRT","BW1",0.0446
"binary",20,50,0,"0.05",0.0398572357935943,1,"A","LRT","BW1",0.0462
"binary",20,50,0,"0.05",0.0362538474417341,1,"B","LRT","BW1",0.0468
"binary",20,50,0,"0.05",0.0378444860545648,1,"C","LRT","BW1",0.0524
"binary",20,50,0,"0.05",0.0347166859747002,1,"D","LRT","BW1",0.0516
"count",20,50,0,"0.05",0.0357825197418478,1,"A","LRT","BW1",0.0488
"count",20,50,0,"0.05",0.0312218358440304,1,"B","LRT","BW1",0.0486
"count",20,50,0,"0.05",0.0447565707718285,1,"C","LRT","BW1",0.057
"count",20,50,0,"0.05",0.0311904350362309,1,"D","LRT","BW1",0.0556
"binary",20,50,0,"0.1",0.0778549709090847,1,"A","LRT","BW1",0.0464
"binary",20,50,0,"0.1",0.0713567717052084,1,"B","LRT","BW1",0.0504
"binary",20,50,0,"0.1",0.0738621608679435,1,"C","LRT","BW1",0.0554
"binary",20,50,0,"0.1",0.068550829621186,1,"D","LRT","BW1",0.0484
"count",20,50,0,"0.1",0.0728162560268933,1,"A","LRT","BW1",0.0482
"count",20,50,0,"0.1",0.0635914955043016,1,"B","LRT","BW1",0.0512
"count",20,50,0,"0.1",0.0902051008867794,1,"C","LRT","BW1",0.0536
"count",20,50,0,"0.1",0.0616530486431273,1,"D","LRT","BW1",0.0522
"binary",20,50,0,"0.2",0.149320285273648,1,"A","LRT","BW1",0.0532
"binary",20,50,0,"0.2",0.140375936546953,1,"B","LRT","BW1",0.046
"binary",20,50,0,"0.2",0.145667461290057,1,"C","LRT","BW1",0.0608
"binary",20,50,0,"0.2",0.135506896597089,1,"D","LRT","BW1",0.0514
"count",20,50,0,"0.2",0.154750558628292,1,"A","LRT","BW1",0.053
"count",20,50,0,"0.2",0.12668584317953,1,"B","LRT","BW1",0.0484
"count",20,50,0,"0.2",0.180504400807904,1,"C","LRT","BW1",0.0468
"count",20,50,0,"0.2",0.124355635413108,1,"D","LRT","BW1",0.0496
"binary",20,50,0.75,"0.001",0.00311813798816259,1,"A","LRT","BW1",0.0298
"binary",20,50,0.75,"0.001",0.00296127159007262,1,"B","LRT","BW1",0.0294
"binary",20,50,0.75,"0.001",0.00322946828989447,1,"C","LRT","BW1",0.0328
"binary",20,50,0.75,"0.001",0.00315513002032449,1,"D","LRT","BW1",0.0364
"count",20,50,0.75,"0.001",0.00313901271325541,1,"A","LRT","BW1",0.028
"count",20,50,0.75,"0.001",0.0029769484491629,1,"B","LRT","BW1",0.0352
"count",20,50,0.75,"0.001",0.00362122190076695,1,"C","LRT","BW1",0.0304
"count",20,50,0.75,"0.001",0.00371540032955321,1,"D","LRT","BW1",0.0264
"binary",20,50,0.75,"0.01",0.0091164291587705,1,"A","LRT","BW1",0.0434
"binary",20,50,0.75,"0.01",0.0082708402251776,1,"B","LRT","BW1",0.0468
"binary",20,50,0.75,"0.01",0.00879059510845168,1,"C","LRT","BW1",0.047
"binary",20,50,0.75,"0.01",0.00807000585815724,1,"D","LRT","BW1",0.0468
"count",20,50,0.75,"0.01",0.00812573776636197,1,"A","LRT","BW1",0.0448
"count",20,50,0.75,"0.01",0.00736385510964394,1,"B","LRT","BW1",0.047
"count",20,50,0.75,"0.01",0.0101326854657723,1,"C","LRT","BW1",0.0508
"count",20,50,0.75,"0.01",0.00823720878157718,1,"D","LRT","BW1",0.0474
"binary",20,50,0.75,"0.05",0.0402035957947068,1,"A","LRT","BW1",0.0472
"binary",20,50,0.75,"0.05",0.0366291797815442,1,"B","LRT","BW1",0.0512
"binary",20,50,0.75,"0.05",0.0380702777212713,1,"C","LRT","BW1",0.0542
"binary",20,50,0.75,"0.05",0.0347367873527124,1,"D","LRT","BW1",0.0656
"count",20,50,0.75,"0.05",0.0356912252915587,1,"A","LRT","BW1",0.0548
"count",20,50,0.75,"0.05",0.0314262907934822,1,"B","LRT","BW1",0.0528
"count",20,50,0.75,"0.05",0.0441564409017368,1,"C","LRT","BW1",0.0608
"count",20,50,0.75,"0.05",0.0314976281006377,1,"D","LRT","BW1",0.0654
"binary",20,50,0.75,"0.1",0.0773379171167436,1,"A","LRT","BW1",0.049
"binary",20,50,0.75,"0.1",0.0708852131036673,1,"B","LRT","BW1",0.0494
"binary",20,50,0.75,"0.1",0.0746531676498594,1,"C","LRT","BW1",0.0564
"binary",20,50,0.75,"0.1",0.0683173969234653,1,"D","LRT","BW1",0.047
"count",20,50,0.75,"0.1",0.0738948289511033,1,"A","LRT","BW1",0.0468
"count",20,50,0.75,"0.1",0.0643839291063345,1,"B","LRT","BW1",0.0558
"count",20,50,0.75,"0.1",0.0898224586554872,1,"C","LRT","BW1",0.0592
"count",20,50,0.75,"0.1",0.0642191420896259,1,"D","LRT","BW1",0.0612
"binary",20,50,0.75,"0.2",0.149515709867459,1,"A","LRT","BW1",0.0526
"binary",20,50,0.75,"0.2",0.140478878115278,1,"B","LRT","BW1",0.049
"binary",20,50,0.75,"0.2",0.145178756953288,1,"C","LRT","BW1",0.0612
"binary",20,50,0.75,"0.2",0.13648533470516,1,"D","LRT","BW1",0.0564
"count",20,50,0.75,"0.2",0.154632885157586,1,"A","LRT","BW1",0.0514
"count",20,50,0.75,"0.2",0.128036779430675,1,"B","LRT","BW1",0.0478
"count",20,50,0.75,"0.2",0.182344171599657,1,"C","LRT","BW1",0.0562
"count",20,50,0.75,"0.2",0.125499289460217,1,"D","LRT","BW1",0.057
"binary",20,50,1.5,"0.001",0.00328820233597053,1,"A","LRT","BW1",0.0264
"binary",20,50,1.5,"0.001",0.00317098376677727,1,"B","LRT","BW1",0.0292
"binary",20,50,1.5,"0.001",0.0034646767742869,1,"C","LRT","BW1",0.0344
"binary",20,50,1.5,"0.001",0.00355089439715258,1,"D","LRT","BW1",0.0278
"count",20,50,1.5,"0.001",0.00322618405547773,1,"A","LRT","BW1",0.033
"count",20,50,1.5,"0.001",0.00318977892250034,1,"B","LRT","BW1",0.03
"count",20,50,1.5,"0.001",0.00467179369784074,1,"C","LRT","BW1",0.035
